ANO;MES;DIA;SEXO;PERIODO;CODIGO;DESCRICAO;UNIDADE_MEDIDA;CATEGORIA;PRECO_UNITARIO;QTD_VENDIDAS;VALOR_VENDIDO
2014;1;15;M;MANHÃ;8890-D-02831;RACAO FRANGUIL ENGORDA KG;KG;1099032;1.06;70.76;75.01 
2013;9;27;F;NOITE;8891-H-01658;ASSENTO SANIT MEBUKI ALMOF CARAM;UN;22293;21.33;7.00;149.29 
2015;8;27;M;TARDE;8893-P-06038;ALMEIRAO PICADO F L OSHIRO 240G;UN;9999070;2.90;131.00;380.39 
2015;2;26;F;NOITE;8894-E-04453;OSSO XISDOG BIO TRANCADO;UN;5024;2.21;104.00;229.84 
2014;12;12;M;NOITE;8894-E-04453;OSSO XISDOG BIO TRANCADO;UN;15114;2.44;15.00;36.60 
2013;8;7;M;MANHÃ;8895-A-22866;BEBIDA RISOVITA 300G ARROZ ORIGINAL;UN;9096012;9.34;4.00;37.36 
2013;2;2;F;MANHÃ;8897-K-10467;SALADA MISTA J WATANABE 150G;UN;9999070;1.86;248.00;461.28 
2013;3;27;M;MANHÃ;8897-T-02061;CHA LEAO FUZE FRUT/FLOR 10 SAQ MACA;UN;33180;1.54;40.00;61.60 
2014;10;23;M;NOITE;8898-M-02916;GLUTEN TRIGO KG;KG;34011;6.67;14.30;95.31 
2015;4;17;M;MANHÃ;8900-C-11340;BIFINHO QUALIDY 55G CARNE;UN;19032;1.08;45.00;48.60 
2015;4;16;F;NOITE;8900-Q-04580;HIDRAT. SKALA AMEND/DOCES 500ML;UN;9027033;1.94;154.00;298.10 
2014;12;3;M;MANHÃ;8901-T-09354;SH FLORES VEG 300ML HIDRAT ARGAN;UN;15033;4.68;16.00;74.88 
2013;2;18;F;NOITE;8902-O-11483;PAO PANCO 380G ZERO FORMA;UN;1095091;2.76;59.00;162.84 
2015;3;22;F;NOITE;8902-X-00499;VINAGRE KENKO ARROZ 750ML;UN;9022;2.76;70.00;193.20 
2013;8;23;F;TARDE;8903-N-05987;ALIMENTO ADES 200ML ZERO LARANJA;UN;92022;0.86;107.00;92.02 
2014;4;5;F;TARDE;8904-H-21752;COOKIES QUAKER 140G MACA/CANELA;UN;135091;2.25;26.00;58.50 
2015;8;10;F;TARDE;8904-L-06747;DR BI-O 50ML MASC EXTREME 80;UN;1027033;3.68;13.00;47.84 
2013;7;14;M;TARDE;8905-E-00160;TEMPERO AJI SAL CHURRASCO 1KG;UN;2001052;4.43;10.00;44.30 
2013;8;6;M;MANHÃ;8905-E-00160;TEMPERO AJI SAL CHURRASCO 1KG;UN;12093012;4.25;44.00;186.78 
2015;12;9;M;TARDE;8905-U-11146;LEITE AVEIA DAVENE 180ML H NUTRICAO;UN;9027033;2.62;18.00;47.16 
2015;3;8;M;TARDE;8905-U-11146;LEITE AVEIA DAVENE 180ML TIPOS;UN;9027033;2.63;17.00;44.71 
2013;2;2;M;MANHÃ;8906-C-02100;FIAMBRE ANGLO PIC NIC 320G;UN;52061;1.44;28.00;40.32 
2015;10;26;M;NOITE;8907-O-03993;AZEITONA RAIOLA PRETA AZAPA 360G;UN;75002;8.33;6.00;49.98 
2014;2;16;M;TARDE;8907-T-13590;SALG. YOKITOS CONCHA 54G PRESUNTO;UN;14091;0.69;266.00;182.88 
2013;4;20;M;MANHÃ;8908-M-18103;ESPATULA SILICONE VAZADA MOR 8549;UN;14293;8.64;5.00;43.20 
2014;5;6;F;TARDE;8909-K-05810;DC TABU 55G FLORES;UN;9027033;1.15;52.00;59.80 
2013;3;18;F;MANHÃ;8913-F-09753;SBT PROTEX 250ML FORN MEN SPORT 2X1;UN;1021043;4.06;30.00;121.70 
2015;11;30;F;TARDE;8914-C-12620;QUEIJO CRIOULO GORGONZOLA CUNHA KG;KG;46040;17.93;9.12;163.54 
2015;1;15;F;TARDE;8915-N-06930;DAMASCO TURCO ESTR ORIENTE 250G;UN;13180;9.53;6.00;57.18 
2015;12;6;M;TARDE;8917-L-01505;MAJIPACK SERRILHADO 30MT;UN;43293;2.49;22.00;54.78 
2015;4;5;M;NOITE;8919-A-07333;OLEO MURIEL 150ML AMEND/BAUNILHA;UN;9994033;4.44;19.00;84.36 
2013;6;27;M;TARDE;8920-U-18879;MB PAO VITAO 300G S/GLUTEN GRAOS;UN;21091;4.58;20.00;91.60 
2015;2;5;F;MANHÃ;8920-Y-17886;PORTA FRIOS 2 POTES;UN;14293;2.50;18.00;45.00 
2015;7;16;F;MANHÃ;8924-F-05476;BISC. MARILAN 200G CREAM CRAKER;UN;135091;0.69;260.00;179.40 
2013;9;12;F;NOITE;8925-T-05265;GERME DE TRIGO GRINGS 500G TOSTADO;UN;34011;3.92;32.00;125.44 
2013;6;11;F;TARDE;8927-E-09693;MIX AMEN ESTRELA ORIENTE 200G PREM;UN;918002;3.29;50.00;164.38 
2013;5;22;M;TARDE;8928-N-05813;CHA KATIGUA VERDE MISTO PLUS 100G;UN;12090;4.00;36.00;144.00 
2015;6;24;F;NOITE;8932-J-07028;GRANULADO OETKER GRAN MICANGA 80G;UN;2094071;1.51;56.00;84.28 
2014;12;6;M;NOITE;8936-B-17011;POTE CALENDARIO RET 800ML MITRO;UN;993107;3.10;12.00;37.20 
2014;2;18;M;MANHÃ;8936-Y-03595;RISOTO FRANGO PANCO 300G;UN;94091;3.30;11.00;36.30 
2014;1;15;M;TARDE;8936-Y-03595;RISOTO FRANGO PANCO 300G;UN;955002;3.27;23.00;75.21 
2014;7;23;F;TARDE;8939-B-00089;APERITIVO CYNAR 900ML;UN;98022;6.79;5.00;33.95 
2013;5;14;F;TARDE;8940-Q-08202;SACO LIXO KI-SACO OXIBIOD 100L;UN;1123293;1.95;59.00;115.05 
2013;6;22;F;MANHÃ;8945-G-13980;ABOBORA MADURA EDGAR BDJ 500G;UN;399070;0.46;331.00;152.26 
2013;12;12;F;TARDE;8946-Q-20697;CERV. EISENBAHN TIPO PALE ALE 355ML;UN;3022;3.15;12.00;37.80 
2013;4;29;F;TARDE;8946-V-02102;CAJU BANDEJA 350G;UN;90180;5.76;8.00;46.08 
2014;2;21;M;NOITE;8950-D-23725;SUCO DO BEM 1L MACA;UN;179002;3.60;29.00;104.40 
2015;3;16;M;NOITE;8952-W-21565;IOG. VIGOR LIQ 1.260LT VITAMINA;UN;13040;3.64;15.00;54.60 
2015;8;6;M;TARDE;8954-X-14310;GELATINA DOCE MENOR MORANGO 12.5G;UN;92096012;0.74;178.00;132.31 
2014;10;26;M;MANHÃ;8955-L-04462;OLEO CORPO/CORPO 120ML ENVOLVENT NV;UN;1027033;3.67;57.00;208.91 
2013;11;24;M;TARDE;8958-O-11410;LM PEROBA 100ML JASMIM;UN;25043;0.99;41.00;40.59 
2014;2;27;F;TARDE;8960-F-14222;ESTOJO MARCO BONI PORTA ESC REF0851;UN;94293;1.40;78.00;109.20 
2013;7;17;M;TARDE;8962-C-00427;PATO GERM 500ML 5X1 MARINE;UN;1058083;3.15;12.00;37.80 
2014;6;17;M;TARDE;8963-K-11448;IOG. VIGOR LACTIVE LIQ 180G BATIDO;UN;13040;0.86;126.00;108.36 
2015;1;21;M;NOITE;8964-T-00063;SH DIMENSION 200ML 3X1 OLEOSOS;UN;15033;4.64;8.00;37.12 
2013;8;22;M;NOITE;8965-D-18900;CHOC. GAROTO BATON 64G BRANCO;UN;1094071;1.51;25.00;37.75 
2014;9;20;F;MANHÃ;8965-E-01914;SH SKALA 350ML JABORANDI PLUS;UN;15033;1.91;25.00;47.75 
2014;3;1;F;NOITE;8967-O-04941;PANELA PRESSAO CLOCK ORIGINAL 7.0L;UN;15167;51.94;1.00;51.94 
2013;10;28;F;NOITE;8968-V-06510;CREPEIRA MULTIFLON N24;UN;15167;9.58;5.00;47.90 
2013;3;1;M;MANHÃ;8969-P-01804;SUCO SUPERBOM 500ML TOMATE;UN;59002;4.44;32.00;142.08 
2015;11;29;F;NOITE;8971-D-12954;FRUTARE KIBON 73ML MOUSSE MORANGO;UN;1005012;2.41;21.00;50.61 
2013;11;15;F;TARDE;8971-D-12954;FRUTARE MOUSSE 73ML MORANGO;UN;1005012;2.33;55.00;128.15 
2013;6;23;M;NOITE;8974-L-02184;DSF SANOL 2L FLORAL/FLOR ROMA;UN;1058083;1.78;29.00;51.62 
2015;5;8;F;MANHÃ;8976-M-11059;MOLHO CEPERA 1.01LT SHOYU PET;UN;9013012;2.56;16.00;40.96 
2013;10;15;F;TARDE;8976-U-19948;SBT BIOCREMA 90G MEN SPEED CARE;UN;9111043;0.62;95.00;58.90 
2015;11;4;F;TARDE;8977-I-02280;FEIJOADA ANGLO 430G;UN;1061;1.74;46.00;79.81 
2014;5;1;F;NOITE;8980-B-18238;PRESUNTO SADIA SOLTISSIMO COZ 200G;KG;142061;2.65;20.00;53.00 
2015;11;3;F;MANHÃ;8980-I-01725;RAVIOLI MEZZANI 400G 4 QUEIJO;UN;22091;3.02;30.00;90.60 
2015;3;8;M;NOITE;8980-Y-03469;MASSA LASANHA MEZZANI FACIL 400G;UN;112091;2.01;43.00;86.43 
2014;4;25;M;TARDE;8981-H-10388;CREME ELSEVE 300ML TRAT ARG RES SEC;UN;95033;6.93;37.00;256.41 
2014;6;4;M;TARDE;8982-W-02288;PAO WICK BOLD 200G NOSSO HAMBURGUER;UN;9095091;2.12;21.00;44.52 
2013;4;21;F;MANHÃ;8983-O-24511;BISC. LIANE 200G AGUA/SAL;UN;135091;0.64;67.00;42.88 
2015;5;7;M;NOITE;8985-C-04484;DS LEITE DE ROSAS 90ML TRADICIONAL;UN;1027033;1.85;32.00;59.20 
2015;10;30;F;NOITE;8985-T-18083;FRALDA CALCA MAMYPOKO M C/20;UN;9169;13.15;3.00;39.45 
2014;9;5;M;NOITE;8987-S-07647;CERV. WELTENBUR KLOST ANO 1050 500;UN;3022;5.70;27.00;153.90 
2013;2;6;M;TARDE;8989-J-18938;SH PHYTOERVAS 250ML S/SAL ILUMINAD;UN;15033;6.34;16.00;101.44 
2014;8;28;M;MANHÃ;8989-Q-07520;CHANTILLY OETKER DECOR FESTA 200ML;UN;9096012;1.70;24.00;40.80 
2015;11;1;F;NOITE;8991-O-10366;DR BI-O 50ML PROT 5 FEM;UN;1027033;3.93;10.00;39.30 
2015;10;12;M;MANHÃ;8991-X-18653;DA BOZZANO 90G FRESH;UN;1027033;3.36;72.00;241.78 
2015;6;9;M;TARDE;8994-B-12197;SAL MAGRO LIGHT 500G;UN;2001052;3.42;12.00;41.04 
2013;11;20;F;MANHÃ;8994-W-15611;COOKIES BAUDUCCO 32G CHOC;UN;135091;0.47;221.00;102.77 
2014;11;29;M;MANHÃ;8997-H-01529;CALDO MAGGI 63G CARNE;UN;11014012;0.56;77.00;43.12 
2014;10;7;F;MANHÃ;8997-Y-17125;FRALDINHA FRIBOI COZ AO MOLHO 900G;UN;52061;14.74;3.00;44.22 
2015;12;7;F;NOITE;8997-Z-08204;ESPONJA LIMPPANO ACO INOX;UN;393237;1.78;50.00;88.75 
2013;1;12;M;NOITE;8998-A-21160;TIRA MANCHAS BRILHANTE PO 420 UTILE;UN;91498083;5.63;6.00;33.78 
2015;1;15;M;MANHÃ;9003-D-12263;MOLHO CEPERA BARBECUE P/CHUR 400G;UN;19093012;2.15;27.00;58.05 
2014;12;1;F;TARDE;9003-E-17007;SAPOLIO RADIUN 300G ESPUMA ATIVA;UN;45043;5.41;15.00;81.08 
2015;12;3;F;TARDE;9003-V-13229;DR JOHNSONS ROLLON 50ML DRY ACTION;UN;1027033;4.39;13.00;57.07 
2015;7;19;M;MANHÃ;9003-Z-01645;MAC. ALFA SOMEM 500G;UN;912091;2.78;53.00;147.21 
2014;8;9;M;MANHÃ;9003-Z-02657;SACO HERMETICO NEW BAG 27X31CM;UN;9923293;2.31;82.00;189.01 
2014;1;13;F;NOITE;9005-T-03439;RODO ALUMIRODO ALM30 30CM;UN;93069;5.47;29.00;158.63 
2015;3;25;F;TARDE;9007-N-04307;AZEITONA RAIOLA VD RECHEADA CP 100G;UN;75002;1.88;47.00;88.36 
2013;3;11;M;MANHÃ;9007-S-02300;AMACIANTE SUPREMA 5L AZ ALEG ENCANT;UN;9199083;4.15;11.00;45.65 
2013;11;18;F;TARDE;9008-H-11518;SALG. PANCO PANQUITOS 50G PRESUNTO;UN;14091;0.52;528.00;275.44 
2014;5;16;M;MANHÃ;9008-S-08633;CONJ TRAMONTINA CHUR ATHUS PTO C/2;UN;25128;11.61;8.00;92.84 
2013;4;20;M;MANHÃ;9008-S-08633;CONJ TRAMONTINA CHUR ATHUS PTO C/2;UN;1995128;10.95;7.00;76.65 
2015;5;10;F;MANHÃ;9009-W-07098;DR BI-O 50ML FEM CLARIFY;UN;1027033;3.90;44.00;171.60 
2014;5;13;M;NOITE;9011-O-10389;COND ELSEVE 200ML ARGIN RES SECO;UN;95033;4.67;57.00;266.00 
2013;1;30;F;NOITE;9013-I-09132;LAMPADA FLC ESPIRAL T2 18WX220V;UN;139358;8.09;4.00;32.36 
2013;9;19;F;MANHÃ;9013-Q-05827;LMPD CASA/PERF 500ML SPECIALE;UN;22043;1.48;132.00;195.36 
2013;1;12;F;TARDE;9016-X-19869;CREME CULINARIO LECO 1KG;UN;9096012;3.99;14.00;55.86 
2015;8;2;F;NOITE;9017-G-06136;COOKIES KOBBER 150G GRAN SOJA/MEL;UN;135091;1.74;22.00;38.28 
2014;11;14;M;MANHÃ;9018-A-14571;JARRA PLASUTIL PLAST C/ESPRE 147;UN;14293;2.98;12.00;35.76 
2013;11;13;M;TARDE;9023-K-06875;SBT INTIMO FLORES VEG 200ML EXT ROS;UN;1021043;4.57;47.00;214.56 
2015;12;7;M;TARDE;9023-W-05236;COND PANTENE 400ML CACHO DEFINIDO;UN;95033;8.40;6.00;50.40 
2013;10;1;M;MANHÃ;9023-Y-01182;CREME ARROZ YOKI TRAD 200G;UN;92011;0.85;327.00;278.60 
2013;3;12;M;TARDE;9023-Y-01182;CREME ARROZ YOKI TRAD 200G;UN;9011091;0.87;50.00;43.50 
2014;7;30;M;NOITE;9023-Y-10663;SUCO SERIGY 500ML MANGA;UN;9989002;2.41;37.00;89.17 
2015;5;26;M;TARDE;9024-J-00998;PRESUNTO SEARA PECA KG;KG;942061;8.57;16.12;138.20 
2013;5;6;F;MANHÃ;9025-C-05999;ESPONJA MULTIUSO TININDO C/1;UN;9035086;0.43;99.00;42.57 
2013;1;25;F;MANHÃ;9026-O-21817;CHUVEIRO LORENZETTI ULTRA AZUL 220V;UN;9047193;20.44;2.00;40.88 
2015;8;14;F;MANHÃ;9027-X-02639;DA SENADOR 100G CLASSIC;UN;1027033;5.18;40.00;207.20 
2014;8;18;M;TARDE;9028-N-20781;CHIKENITOS SEARA 300G PROVOLONE;UN;3232061;2.39;21.00;50.19 
2013;1;26;M;MANHÃ;9028-Y-01245;MB BOLO BOA SORTE 400G BAUNILHA;UN;21091;1.09;155.00;169.47 
2015;1;13;F;TARDE;9029-N-00543;MAC. RENATA 500G C/OVOS CONCHA;UN;112091;1.18;190.00;224.58 
2015;11;26;F;MANHÃ;9034-B-01859;RACAO PEDIGREE 1KG EQUIL NAT SENIOR;UN;1099032;7.26;8.00;58.08 
2014;9;27;M;NOITE;9035-D-18182;TEMPERO KNORR MEU PEIXE 35G LIM/ERV;UN;12093012;1.18;34.00;40.12 
2015;11;23;M;NOITE;9035-I-10734;MOLHO ORUAM 380ML 3X1;UN;19093012;2.44;58.00;141.71 
2015;10;21;M;MANHÃ;9040-F-08142;RACAO PEDIGREE 280GR LT PATE FGO;UN;19032;2.15;87.00;187.05 
2013;2;1;M;NOITE;9041-C-04563;PUDIM OETKER DIET 30G CHOCOLATE;UN;12096012;1.15;84.00;96.60 
2015;7;18;M;MANHÃ;9041-S-04777;HASTES FLEXIVEIS COTTON LINE C/120;UN;9121065;0.84;132.00;110.88 
2015;1;30;F;TARDE;9043-G-17466;COND COLORAMA 400ML BABOSA;UN;95033;2.87;69.00;197.69 
2015;5;19;M;NOITE;9045-H-02319;DC DAP 55G PERFUMADO;UN;9027033;3.60;95.00;342.14 
2014;12;1;M;TARDE;9047-L-06844;SALSICHA CERATTI APETITIVO KG;KG;1061;8.24;13.03;107.30 
2013;6;23;F;MANHÃ;9049-J-03337;PALITO THEOTO 200;UN;91244;0.33;762.00;254.51 
2014;3;19;F;MANHÃ;9052-X-07214;FITFIBRAS MAE TERRA CAST CAJU 20G;UN;96081;2.83;17.00;48.11 
2015;10;8;F;NOITE;9053-A-22133;IOG. VIGOR POLPA 540G MOR/VITAMINA;UN;13040;2.38;22.00;52.36 
2014;9;10;M;TARDE;9056-R-09875;LAPISEIRA C/GRAFITE FLASH 0.7MM;UN;48069;1.23;33.00;40.59 
2015;9;8;F;MANHÃ;9057-N-21757;PANO SCOTT DURAMAX LIMP PROF 3D C/5;UN;9098184;4.30;14.00;60.20 
2013;10;14;M;MANHÃ;9059-A-19744;BEBIDA VIGOR VIG 200ML UVA;UN;12022;0.69;63.00;43.47 
2013;2;7;F;MANHÃ;9059-G-14952;NECTAR SUFRESH 1L PERA;UN;92022;1.78;25.00;44.50 
2014;3;28;M;NOITE;9059-J-11967;SH ECOLOGIE EQUIL 275ML TANG/CALEND;UN;15033;6.51;5.00;32.55 
2014;7;19;F;NOITE;9060-S-11379;SUCO MAGUARY 1L UVA;UN;92022;3.60;11.00;39.60 
2015;5;21;F;TARDE;9060-W-14454;TEMPERO SABOR AMI 1KG ALHO/SAL;UN;12093012;3.81;60.00;228.84 
2014;1;24;M;MANHÃ;9061-A-10210;RUCULA J.WATANABE PCT 150G;UN;9999070;1.86;54.00;100.44 
2013;10;6;M;TARDE;9065-N-08061;SBT DASH LIQ 1L ERVA DOCE;UN;1021043;6.12;27.00;165.33 
2015;5;11;F;NOITE;9067-E-04547;PAO NATURALPAO 400G FORMA INTEGRAL;UN;1095091;2.10;35.00;73.50 
2014;12;2;M;TARDE;9067-L-09457;FRALDA CLIN OFF SUPER SEC C/10 P;UN;9169;2.45;30.00;73.35 
2014;8;17;F;NOITE;9069-T-02596;BISC. MARILAN RECH 140G MOR;UN;135091;0.60;154.00;92.40 
2013;7;30;F;MANHÃ;9071-K-24197;SAND IPANEMA MORMAI GRAF AD AZ/BCO;UN;22046;13.86;4.00;55.44 
2014;8;22;F;MANHÃ;9071-T-18390;DA TABU 150ML TRADICIONAL CLASSICO;UN;1027033;4.29;8.00;34.32 
2013;4;20;M;TARDE;9073-M-15609;ESPATULA SILICONE TUKANO YSN01;UN;14293;3.49;17.00;59.33 
2014;5;25;F;NOITE;9073-X-14589;SUCO YAKULT TONYU 200ML MACA;UN;92022;0.92;325.00;299.00 
2013;4;21;M;MANHÃ;9074-B-15266;OLEO LUBRAX ESSENCIAL SL 15W40 1LT;UN;23910172;6.59;5.00;32.95 
2014;11;29;M;NOITE;9074-S-13880;REMOVEDOR POLIFLOR 980ML;UN;94210172;9.92;6.00;59.52 
2014;6;22;M;NOITE;9079-K-02095;PAO PANCO 350G MANTEIGA JUNIOR;UN;1095091;1.75;93.00;162.75 
2013;7;4;M;NOITE;9082-I-21007;COND ELSEVE 200ML REST/MASSA;UN;95033;4.80;32.00;153.60 
2014;2;1;F;NOITE;9085-B-10941;LINHACA MAIS VITA 200G;UN;9004021;1.37;24.00;32.88 
2015;1;26;F;TARDE;9086-Y-09657;TORRADA DU VALLE 200G;UN;45091;1.71;120.00;205.20 
2014;7;7;M;MANHÃ;9086-Z-14413;LIXA RAFAINI R551;UN;9035086;1.48;23.00;34.04 
2014;7;17;F;TARDE;9087-I-05511;LEITE PO NESTOGENO 2 400G;UN;9011091;8.85;6.00;53.10 
2015;1;15;M;NOITE;9087-V-19416;CAIPIRINHA MIX SACHE 23G;UN;1096012;0.62;58.00;35.96 
2014;4;20;M;TARDE;9088-G-02085;GERGELIM C/CASCA KG;KG;9047021;2.49;16.08;40.04 
2015;7;7;M;TARDE;9088-G-02687;PIMENTA KITANO REINO BRC MOIDA 15G;UN;214090;0.97;305.00;296.36 
2013;10;17;M;TARDE;9088-R-05084;CHA BRANCO KG;KG;12090;23.68;2.51;59.44 
2013;11;27;F;NOITE;9088-Y-19574;CAIXA TERMICA BELLIS ESMER 32L VERM;UN;9013293;36.70;1.00;36.70 
2015;6;12;F;NOITE;9089-N-11417;DOCE HUE DIET LEITE C/AME 345G LATA;UN;2091091;5.96;15.00;89.40 
2015;2;5;M;NOITE;9089-N-23597;TIGELA SOBREM VIDRO DMH4258 ROSA;UN;943107;1.09;31.00;33.79 
2014;2;22;F;TARDE;9093-H-06146;SH PANTENE 400ML CONTOL CAIDA;UN;15033;6.56;7.00;45.92 
2015;1;6;M;NOITE;9093-Q-21684;PORTA RETRATO BORDA DEC 10X15 1594;UN;46293;1.86;20.00;37.20 
2015;7;30;F;NOITE;9095-Y-07381;FLUIDO FREIO VARGA DOT 3 500ML;UN;9183;6.29;11.00;69.19 
2015;4;13;F;TARDE;9097-H-07869;MB BOLO RENATA 400G LIMAO;UN;21091;1.13;48.00;54.24 
2014;8;2;M;TARDE;9097-K-03422;MEXEDOR P/CAFE PLAST THEOTO C/500;UN;14293;4.46;19.00;84.65 
2015;2;11;F;NOITE;9097-M-12309;CREME SEDA 300ML P/PENT ANTIQUEBRA;UN;95033;3.60;64.00;230.40 
2015;4;17;F;MANHÃ;9103-X-08597;DA REXONA 102G PES EFFICIENT;UN;9027033;8.35;5.00;41.75 
2014;12;25;M;NOITE;9106-D-09406;CALDO SAZON 37.5G COSTELA;UN;12093012;0.66;90.00;59.40 
2015;12;5;M;MANHÃ;9106-L-07697;ARROZ MOMIJI HAYATE T1 1KG;UN;12036001;3.83;11.00;42.13 
2015;2;9;M;NOITE;9106-Z-21624;DOCE MOLEQUINHO CROCANTE 150G;UN;9997002;1.61;43.00;69.23 
2014;12;17;M;TARDE;9109-L-07877;BISC. RENATA 360G COCO;UN;135091;1.14;33.00;37.62 
2013;8;12;F;NOITE;9110-A-08370;PINCEL SILICONE TUKANO YSN02;UN;93069;2.04;21.00;42.84 
2015;2;13;M;NOITE;9111-W-02434;CHA OETKER 15G MELISSA/LARANJA;UN;9091121;3.17;18.00;57.06 
2015;1;2;F;NOITE;9112-E-07427;RACAO SAB&VIDA GATO 1KG FILHOTE;UN;1099032;6.67;15.00;100.05 
2014;2;20;M;MANHÃ;9112-O-09238;CHOC. VITAO ZERO LEITE CER C/2 22G;UN;1236081;2.29;19.00;43.51 
2014;7;15;F;NOITE;9115-F-23092;COND SEDA 325ML LISO EXTREMO;UN;95033;3.44;17.00;58.48 
2014;11;9;F;NOITE;9116-M-02308;CANGALHA BAIPENDI 500G;UN;135091;3.18;14.00;44.52 
2015;4;16;M;MANHÃ;9117-A-14731;RAVIOLI MASSA LEVE FRANGO 400G;UN;22091;2.77;13.00;36.01 
2014;10;9;M;NOITE;9117-K-09196;AMENDOIM YOKI 150G DOCE PRALINE CHO;UN;96081;1.77;19.00;33.63 
2015;9;27;F;NOITE;9117-W-12955;PICOLE KIBON MAX 60ML ALGODAO DOCE;UN;1005012;1.45;40.00;58.00 
2015;8;20;F;MANHÃ;9117-W-12955;PICOLE KIBON MAX ALGODAO DOCE 60ML;UN;1005012;1.37;211.00;289.07 
2015;7;27;F;NOITE;9119-L-16055;LOCAO VASENOL 200ML TOT MAOS/UNHAS;UN;9994033;3.70;86.00;318.32 
2013;7;5;M;NOITE;9121-V-03954;ALCOOL ZULU GEL 500G;UN;91027022;3.40;10.00;34.00 
2015;8;13;M;NOITE;9122-I-21369;DR BI-O 50ML MASC INVISIBLE;UN;1027033;3.91;11.00;43.01 
2014;11;6;M;TARDE;9122-M-10209;ESPINAFRE FOLHAS J.WATANABE 150G;UN;79070;1.74;104.00;180.96 
2014;6;23;F;TARDE;9124-V-00407;MAC. ADRIA 500G ARGOLA;UN;112091;1.00;136.00;135.55 
2013;12;19;M;MANHÃ;9127-T-06988;AZEITONA RAIOLA FATIADA 300G;UN;75002;4.76;10.00;47.60 
2015;5;19;F;MANHÃ;9128-A-05373;SH PALMOLIVE 350ML NAT CACHOS CONT;UN;15033;2.90;40.00;116.00 
2015;9;24;M;NOITE;9128-F-12104;GLADE SENSATIONS BANH AP/RF 8GCAMPO;UN;91498083;5.94;14.00;83.16 
2013;5;21;F;NOITE;9130-C-12015;IOG. VIGOR 165G MIX MOR C/CONF COL;UN;13040;1.50;167.00;249.83 
2013;4;8;F;NOITE;9131-C-07361;CAFE C/LEITE 3CORACOES LATA 330G;UN;9091091;3.98;12.00;47.76 
2013;7;12;F;NOITE;9132-S-02565;MARMITA TERM BOKA KENTE RET;UN;9013293;7.07;5.00;35.35 
2013;11;19;M;MANHÃ;9133-X-01472;BISC. BON GOUTER 100G PROVOLONE;UN;14091;1.96;86.00;168.35 
2015;9;1;M;NOITE;9133-X-01472;BISC. BON GOUTER 100G PROVOLONE;UN;45091;1.95;71.00;138.45 
2013;9;2;M;TARDE;9134-L-07568;CREPEIRA MULTIFLON N22;UN;15167;8.94;10.00;89.35 
2015;9;7;M;MANHÃ;9134-N-22192;ADOCANTE ASSUGRIN SUCRALOSE 100ML;UN;9096012;1.98;21.00;41.58 
2014;8;29;M;TARDE;9134-Q-13993;CREAM CHEESE ECILA 100G ALHO SALSA;UN;9096040;1.42;124.00;175.46 
2013;1;6;F;NOITE;9135-J-08387;PAPRICA DOCE KITANO 12G;UN;224090;0.62;52.00;32.24 
2014;11;20;F;TARDE;9138-Q-01819;MANTEIGA AVIACAO TABLETE S/SAL 200G;UN;15040;2.23;39.00;86.78 
2015;3;3;F;TARDE;9139-X-09109;LMPD MR MUSCULO COZINHA 500ML AP;UN;22043;5.41;8.00;43.28 
2015;5;18;F;MANHÃ;9141-K-03550;CHA VERDE YAMAMOTOYAMA C/15 30G;UN;12090;3.41;10.00;34.10 
2014;2;6;F;NOITE;9141-R-02023;SABAO PEDRA RIO GLIC C/5 AMAR;UN;911043;2.65;37.00;98.05 
2014;3;22;F;NOITE;9142-G-10639;FARINHA MACA PERUANA NUTRIGOLD 100G;UN;9091091;6.36;6.00;38.16 
2013;11;20;M;NOITE;9146-W-09586;RAID AER 300ML GTS 150ML EUCALIPTO;UN;91198083;4.60;18.00;82.80 
2014;1;8;M;MANHÃ;9152-U-05603;CHA FEEL GOOD 1L CHA VERDE;UN;12022;2.07;49.00;101.19 
2014;11;30;M;TARDE;9152-V-17588;ESCORREDOR PRATOS GIGANTE;UN;14293;10.04;4.00;40.16 
2013;11;19;M;MANHÃ;9153-U-10550;BRINQ. BENTO 8.99;UN;8003059;3.86;93.00;358.98 
2014;7;23;F;NOITE;9153-X-06351;EVITA MOFO SANOL SEC CARINHO 200G;UN;9027282;3.52;25.00;87.88 
2013;4;20;F;NOITE;9154-A-20682;DA BI-O 150ML MASC EXTREME ICE;UN;1027033;6.46;7.00;45.22 
2014;3;15;M;NOITE;9154-W-21489;QUEIJO CRIOULO COALHO C/ALHO KG;KG;3096040;13.63;6.50;88.60 
2015;1;20;F;MANHÃ;9157-X-09927;SH KELMA 1L LEITE CABRA;UN;15033;2.33;88.00;204.60 
2013;8;24;M;TARDE;9162-Q-03415;RACAO DOG CHOW ADT RC PEQ 1 KG;UN;1099032;5.64;9.00;50.76 
2015;11;13;M;TARDE;9164-E-19907;FORRO TERMICO P/TABUA PASSAR 120;UN;9097036;6.85;6.00;41.10 
2015;2;26;M;TARDE;9164-F-14166;TEMPERO ARISCO COMPLETO C/PIM 300G;UN;12093012;1.38;114.00;156.94 
2014;10;19;M;TARDE;9164-Q-10130;BISC OKAKI ALGA SANKIO 100G;UN;9095091;4.03;42.00;169.37 
2013;7;9;M;NOITE;9166-V-08601;SH CLEAR 200ML ANTICASPA CRES FORCA;UN;15033;6.03;14.00;84.35 
