CNPJ;NOME;ENDEREÇO;COMPLEMENTO;BAIRRO;MUNICÍPIO;UF;PRODUTO;VALOR VENDA;DATA CADASTRO
00062780000102;AUTO POSTO PARATI;AVENIDA FILINTO MULLER,645;;CENTRO;TRES LAGOAS;MS;Gasolina C Comum;4,436;28/06/2018 17:49
00062780000102;AUTO POSTO PARATI;AVENIDA FILINTO MULLER,645;;CENTRO;TRES LAGOAS;MS;Etanol;3,482;28/06/2018 17:49
00062780000102;AUTO POSTO PARATI;AVENIDA FILINTO MULLER,645;;CENTRO;TRES LAGOAS;MS;Diesel S500;3,644;28/06/2018 17:49
00062780000102;AUTO POSTO PARATI;AVENIDA FILINTO MULLER,645;;CENTRO;TRES LAGOAS;MS;Diesel S10;3,734;28/06/2018 17:49
00300357000195;POSTO E TRANSPORTADORA PEGORARO;RODOVIA BR 163,S/N;KM 786;ZONA RURAL;COXIM;MS;Gasolina C Comum;4,59;05/07/2018 18:55
00300357000195;POSTO E TRANSPORTADORA PEGORARO;RODOVIA BR 163,S/N;KM 786;ZONA RURAL;COXIM;MS;Etanol;3,39;05/07/2018 18:55
00300357000195;POSTO E TRANSPORTADORA PEGORARO;RODOVIA BR 163,S/N;KM 786;ZONA RURAL;COXIM;MS;Diesel S500;3,669;05/07/2018 18:55
00300357000195;POSTO E TRANSPORTADORA PEGORARO;RODOVIA BR 163,S/N;KM 786;ZONA RURAL;COXIM;MS;Diesel S10;3,769;05/07/2018 18:55
00480284000160;POSTO CENTRAL;AVENIDA GUAXENDUBA,200;;CENTRO;SAO LUIS;MA;Gasolina C Comum;4,269;04/10/2018 16:25
00480284000160;POSTO CENTRAL;AVENIDA GUAXENDUBA,200;;CENTRO;SAO LUIS;MA;Diesel S10;3,694;04/10/2018 16:25
00593430000164;AUTO POSTO BRINATI; LINHA MC-06,6190;TERREO;INDUSTRIAL;MACHADINHO D'OESTE;RO;Gasolina C Comum;4,8;04/07/2018 17:51
00593430000164;AUTO POSTO BRINATI; LINHA MC-06,6190;TERREO;INDUSTRIAL;MACHADINHO D'OESTE;RO;Diesel S500;3,78;04/07/2018 17:51
00593430000245;AUTO POSTO BRINATI;LINHA SME 02,S/N;KM 72 - LOTE 01, QUADRA 01 - NÚCLEO SANTA MARIA;ZONA RURAL;MACHADINHO D'OESTE;RO;Gasolina C Comum;4,8;06/08/2018 18:01
00593430000245;AUTO POSTO BRINATI;LINHA SME 02,S/N;KM 72 - LOTE 01, QUADRA 01 - NÚCLEO SANTA MARIA;ZONA RURAL;MACHADINHO D'OESTE;RO;Diesel S500;3,81;06/08/2018 18:01
00860197000139;POSTO NOSSA SENHORA DA CONCEICAO;RUA EDUARDO SANTOS PEREIRA,601;;JARDIM BRASIL;CAMPO GRANDE;MS;Gasolina C Comum;3,998;23/07/2018 15:05
00860197000139;POSTO NOSSA SENHORA DA CONCEICAO;RUA EDUARDO SANTOS PEREIRA,601;;JARDIM BRASIL;CAMPO GRANDE;MS;Etanol;2,998;23/07/2018 15:05
00860197000139;POSTO NOSSA SENHORA DA CONCEICAO;RUA EDUARDO SANTOS PEREIRA,601;;JARDIM BRASIL;CAMPO GRANDE;MS;Diesel S500;3,399;23/07/2018 15:05
00860197000139;POSTO NOSSA SENHORA DA CONCEICAO;RUA EDUARDO SANTOS PEREIRA,601;;JARDIM BRASIL;CAMPO GRANDE;MS;Diesel S10;3,499;23/07/2018 15:05
00976256000139;CEU 070 COMBUSTIVEIS LTDA; LOTE 499 GLEBA 04 PROJ INTEG,S/N;ALEXANDRE GUSMAO;CEILANDIA;BRASILIA;DF;Gasolina C Comum;4,687;09/10/2018 16:51
00976256000139;CEU 070 COMBUSTIVEIS LTDA; LOTE 499 GLEBA 04 PROJ INTEG,S/N;ALEXANDRE GUSMAO;CEILANDIA;BRASILIA;DF;Diesel S500;3,799;09/10/2018 16:51
00976256000139;CEU 070 COMBUSTIVEIS LTDA; LOTE 499 GLEBA 04 PROJ INTEG,S/N;ALEXANDRE GUSMAO;CEILANDIA;BRASILIA;DF;Diesel S10;3,899;09/10/2018 16:51
00976256000139;CEU 070 COMBUSTIVEIS LTDA; LOTE 499 GLEBA 04 PROJ INTEG,S/N;ALEXANDRE GUSMAO;CEILANDIA;BRASILIA;DF;Etanol;3,299;09/10/2018 16:51
01109449000155;RODOCAMP AUTO SERVICE LTDA;AVENIDA MERCEDES BENZ,01;GLEBA 1                   QT 8907;DISTRITO INDUSTRIAL;CAMPINAS;SP;Gasolina C Comum;4,499;11/09/2018 11:16
01109449000155;RODOCAMP AUTO SERVICE LTDA;AVENIDA MERCEDES BENZ,01;GLEBA 1                   QT 8907;DISTRITO INDUSTRIAL;CAMPINAS;SP;Etanol;2,799;11/09/2018 11:16
01109449000155;RODOCAMP AUTO SERVICE LTDA;AVENIDA MERCEDES BENZ,01;GLEBA 1                   QT 8907;DISTRITO INDUSTRIAL;CAMPINAS;SP;GNV;2,299;20/06/2018 11:57
01109449000155;RODOCAMP AUTO SERVICE LTDA;AVENIDA MERCEDES BENZ,01;GLEBA 1                   QT 8907;DISTRITO INDUSTRIAL;CAMPINAS;SP;Diesel S500;3,699;11/09/2018 11:16
01109449000155;RODOCAMP AUTO SERVICE LTDA;AVENIDA MERCEDES BENZ,01;GLEBA 1                   QT 8907;DISTRITO INDUSTRIAL;CAMPINAS;SP;Diesel S10;3,799;11/09/2018 11:16
01138114000165;POSTO JK;RODOVIA BR 040 KM 102,S N;;;CRISTALINA;GO;Gasolina C Comum;4,84;01/11/2018 17:13
01138114000165;POSTO JK;RODOVIA BR 040 KM 102,S N;;;CRISTALINA;GO;Etanol;3,13;24/10/2018 11:15
01138114000165;POSTO JK;RODOVIA BR 040 KM 102,S N;;;CRISTALINA;GO;Diesel S500;3,73;01/11/2018 17:13
01138114000165;POSTO JK;RODOVIA BR 040 KM 102,S N;;;CRISTALINA;GO;Diesel S10;3,78;01/11/2018 17:13
01182484000108;POSTO CHAPARRAL;AVENIDA LINO SAMPAIO,83;;SAMPAIO;PIRES DO RIO;GO;Gasolina C Comum;4,72;10/08/2018 17:08
01182484000108;POSTO CHAPARRAL;AVENIDA LINO SAMPAIO,83;;SAMPAIO;PIRES DO RIO;GO;Etanol;2,99;10/08/2018 17:08
01182484000108;POSTO CHAPARRAL;AVENIDA LINO SAMPAIO,83;;SAMPAIO;PIRES DO RIO;GO;Diesel S500;3,49;10/08/2018 17:08
01182484000108;POSTO CHAPARRAL;AVENIDA LINO SAMPAIO,83;;SAMPAIO;PIRES DO RIO;GO;Diesel S10;3,59;10/08/2018 17:08
01308133000273;POSTO TRES FAZENDAS;RODOVIA BR 116,14219;;COSTEIRA;SAO JOSE DOS PINHAIS;PR;Gasolina C Comum;4,39;25/09/2018 09:18
01308133000273;POSTO TRES FAZENDAS;RODOVIA BR 116,14219;;COSTEIRA;SAO JOSE DOS PINHAIS;PR;Diesel S500;3,47;25/09/2018 09:18
01308133000273;POSTO TRES FAZENDAS;RODOVIA BR 116,14219;;COSTEIRA;SAO JOSE DOS PINHAIS;PR;Diesel S10;3,57;25/09/2018 09:18
01392476000188;POSTO MODELO;AVENIDA MANOEL INACIO PEIXOTO,624;;BEIRA RIO;CATAGUASES;MG;Gasolina C Comum;5,149;24/10/2018 11:30
01392476000188;POSTO MODELO;AVENIDA MANOEL INACIO PEIXOTO,624;;BEIRA RIO;CATAGUASES;MG;Etanol;3,369;24/10/2018 11:30
01392476000188;POSTO MODELO;AVENIDA MANOEL INACIO PEIXOTO,624;;BEIRA RIO;CATAGUASES;MG;Diesel S500;3,736;24/10/2018 11:30
01392476000188;POSTO MODELO;AVENIDA MANOEL INACIO PEIXOTO,624;;BEIRA RIO;CATAGUASES;MG;Diesel S10;3,999;24/10/2018 11:30
01416988000137;POSTO 10;RODOVIA BR 343 KM 10,S/N;;RODOVIA;TERESINA;PI;Gasolina C Comum;4,699;18/10/2018 17:37
01416988000137;POSTO 10;RODOVIA BR 343 KM 10,S/N;;RODOVIA;TERESINA;PI;Diesel S500;3,719;18/10/2018 17:37
01416988000137;POSTO 10;RODOVIA BR 343 KM 10,S/N;;RODOVIA;TERESINA;PI;Diesel S10;3,819;18/10/2018 17:37
01443559000159;ROGER SOUZA DA SILVA - EPP;ESTRADA BR 293 KM 108,SN;;ZONA URBANA;PINHEIRO MACHADO;RS;Gasolina C Comum;4,89;14/08/2018 20:10
01443559000159;ROGER SOUZA DA SILVA - EPP;ESTRADA BR 293 KM 108,SN;;ZONA URBANA;PINHEIRO MACHADO;RS;Diesel S500;3,23;14/08/2018 20:10
01443559000159;ROGER SOUZA DA SILVA - EPP;ESTRADA BR 293 KM 108,SN;;ZONA URBANA;PINHEIRO MACHADO;RS;Diesel S10;3,45;14/08/2018 20:10
01574763000109;AUTO POSTO MUTUM LTDA;RODOVIA BR 262,S/N;KM 175;ZONA RURAL;RIBAS DO RIO PARDO;MS;Gasolina C Comum;4,646;11/07/2018 10:01
01574763000109;AUTO POSTO MUTUM LTDA;RODOVIA BR 262,S/N;KM 175;ZONA RURAL;RIBAS DO RIO PARDO;MS;Etanol;3,456;11/07/2018 10:01
01574763000109;AUTO POSTO MUTUM LTDA;RODOVIA BR 262,S/N;KM 175;ZONA RURAL;RIBAS DO RIO PARDO;MS;Diesel S500;3,346;11/07/2018 10:01
01574763000109;AUTO POSTO MUTUM LTDA;RODOVIA BR 262,S/N;KM 175;ZONA RURAL;RIBAS DO RIO PARDO;MS;Diesel S10;3,406;11/07/2018 10:01
01935272000146;POSTOS MOURA;RODOVIA BR 232,204;KM    182;SANTO ANTONIO;BELO JARDIM;PE;Gasolina C Comum;4,439;04/07/2018 15:28
01935272000146;POSTOS MOURA;RODOVIA BR 232,204;KM    182;SANTO ANTONIO;BELO JARDIM;PE;Etanol;3,499;04/07/2018 15:28
01935272000146;POSTOS MOURA;RODOVIA BR 232,204;KM    182;SANTO ANTONIO;BELO JARDIM;PE;Diesel S500;3,369;04/07/2018 15:28
01935272000146;POSTOS MOURA;RODOVIA BR 232,204;KM    182;SANTO ANTONIO;BELO JARDIM;PE;Diesel S10;3,389;04/07/2018 15:28
02056229000173;POSTO FRANKLIN REZENDE LTDA;RODOVIA MG 367,S/N;KM 278;ZONA RURAL;ARACUAI;MG;Gasolina C Comum;5,48;16/10/2018 09:58
02056229000173;POSTO FRANKLIN REZENDE LTDA;RODOVIA MG 367,S/N;KM 278;ZONA RURAL;ARACUAI;MG;Etanol;3,48;16/10/2018 09:58
02056229000173;POSTO FRANKLIN REZENDE LTDA;RODOVIA MG 367,S/N;KM 278;ZONA RURAL;ARACUAI;MG;Diesel S500;4,07;16/10/2018 09:58
02056229000173;POSTO FRANKLIN REZENDE LTDA;RODOVIA MG 367,S/N;KM 278;ZONA RURAL;ARACUAI;MG;Diesel S10;4,12;16/10/2018 09:58
02078330000125;SAO MARTINHO AUTO SERVICE LTDA;AVENIDA SAO JOSE DOS CAMPOS,2500;;JD NOVA EUROPA;CAMPINAS;SP;Gasolina C Comum;4,499;11/09/2018 11:21
02078330000125;SAO MARTINHO AUTO SERVICE LTDA;AVENIDA SAO JOSE DOS CAMPOS,2500;;JD NOVA EUROPA;CAMPINAS;SP;Etanol;2,799;11/09/2018 11:21
02078330000125;SAO MARTINHO AUTO SERVICE LTDA;AVENIDA SAO JOSE DOS CAMPOS,2500;;JD NOVA EUROPA;CAMPINAS;SP;Diesel S500;3,699;11/09/2018 11:21
02078330000125;SAO MARTINHO AUTO SERVICE LTDA;AVENIDA SAO JOSE DOS CAMPOS,2500;;JD NOVA EUROPA;CAMPINAS;SP;Diesel S10;3,799;11/09/2018 11:21
02308408000150;POSTO DE COMBUSTIVEL DA FIGUEIRA LTDA;RODOVIA RS 040 KM 18,3536;;AGUAS CLARAS;VIAMAO;RS;Gasolina C Comum;4,999;05/10/2018 09:30
02308408000150;POSTO DE COMBUSTIVEL DA FIGUEIRA LTDA;RODOVIA RS 040 KM 18,3536;;AGUAS CLARAS;VIAMAO;RS;Etanol;3,999;05/10/2018 09:30
02308408000150;POSTO DE COMBUSTIVEL DA FIGUEIRA LTDA;RODOVIA RS 040 KM 18,3536;;AGUAS CLARAS;VIAMAO;RS;GNV;3,399;05/10/2018 09:30
02308408000150;POSTO DE COMBUSTIVEL DA FIGUEIRA LTDA;RODOVIA RS 040 KM 18,3536;;AGUAS CLARAS;VIAMAO;RS;Diesel S500;3,699;05/10/2018 09:30
02308408000150;POSTO DE COMBUSTIVEL DA FIGUEIRA LTDA;RODOVIA RS 040 KM 18,3536;;AGUAS CLARAS;VIAMAO;RS;Diesel S10;3,799;05/10/2018 09:30
02315421000137;POSTO 1350 LTDA;RUA HEITOR LIBERATO,2430;;SAO JOAO;ITAJAI;SC;Gasolina C Comum;3,799;14/08/2018 12:18
02315421000137;POSTO 1350 LTDA;RUA HEITOR LIBERATO,2430;;SAO JOAO;ITAJAI;SC;Etanol;3,299;14/08/2018 12:18
02315421000137;POSTO 1350 LTDA;RUA HEITOR LIBERATO,2430;;SAO JOAO;ITAJAI;SC;Diesel S10;3,299;14/08/2018 12:18
02433811000101;POSTO NAVES;RODOVIA BR 153,S/N;KM 722;CENTRO;FIGUEIROPOLIS;TO;Gasolina C Comum;4,899;11/07/2018 12:43
02433811000101;POSTO NAVES;RODOVIA BR 153,S/N;KM 722;CENTRO;FIGUEIROPOLIS;TO;Etanol;3,899;11/07/2018 12:43
02433811000101;POSTO NAVES;RODOVIA BR 153,S/N;KM 722;CENTRO;FIGUEIROPOLIS;TO;Diesel S500;3,639;11/07/2018 12:43
02433811000101;POSTO NAVES;RODOVIA BR 153,S/N;KM 722;CENTRO;FIGUEIROPOLIS;TO;Diesel S10;3,739;11/07/2018 12:43
02455511000123;AUTO POSTO 020;RODOVIA BR 020,SN;KM    30;DISTRITO DO BEZERRA;FORMOSA;GO;Gasolina C Comum;4,979;03/10/2018 18:50
02455511000123;AUTO POSTO 020;RODOVIA BR 020,SN;KM    30;DISTRITO DO BEZERRA;FORMOSA;GO;Etanol;3,129;29/10/2018 17:38
02455511000123;AUTO POSTO 020;RODOVIA BR 020,SN;KM    30;DISTRITO DO BEZERRA;FORMOSA;GO;Diesel S500;3,629;03/11/2018 17:48
02455511000123;AUTO POSTO 020;RODOVIA BR 020,SN;KM    30;DISTRITO DO BEZERRA;FORMOSA;GO;Diesel S10;3,684;03/11/2018 17:48
02513158000190;POSTO CENTRAL HS;AVENIDA ADELINO AMÉRICO DE AZEVEDO,161/163;;CENTRO;PORANGATU;GO;Gasolina C Comum;4,74;31/10/2018 14:49
02513158000190;POSTO CENTRAL HS;AVENIDA ADELINO AMÉRICO DE AZEVEDO,161/163;;CENTRO;PORANGATU;GO;Etanol;3,078;31/10/2018 14:49
02513158000190;POSTO CENTRAL HS;AVENIDA ADELINO AMÉRICO DE AZEVEDO,161/163;;CENTRO;PORANGATU;GO;Diesel S500;3,79;31/10/2018 14:49
02513158000190;POSTO CENTRAL HS;AVENIDA ADELINO AMÉRICO DE AZEVEDO,161/163;;CENTRO;PORANGATU;GO;Diesel S10;3,895;31/10/2018 14:49
02562482000107;POSTO ITAMARATY LEME;AVENIDA VISCONDE DE NOVA GRANADA,1500;;VILA GROSSKLAUSS;LEME;SP;Gasolina C Comum;4,279;14/07/2018 14:47
02562482000107;POSTO ITAMARATY LEME;AVENIDA VISCONDE DE NOVA GRANADA,1500;;VILA GROSSKLAUSS;LEME;SP;Etanol;2,459;14/07/2018 14:47
02737116000133;AUTO POSTO RIO BRANCO DE ANDRADAS LTDA;RUA CEL OLIVEIRA,786;;CENTRO;ANDRADAS;MG;Gasolina C Comum;4,949;31/10/2018 15:54
02737116000133;AUTO POSTO RIO BRANCO DE ANDRADAS LTDA;RUA CEL OLIVEIRA,786;;CENTRO;ANDRADAS;MG;Etanol;2,979;31/10/2018 15:54
02737116000133;AUTO POSTO RIO BRANCO DE ANDRADAS LTDA;RUA CEL OLIVEIRA,786;;CENTRO;ANDRADAS;MG;Diesel S500;3,719;31/10/2018 15:54
02737116000133;AUTO POSTO RIO BRANCO DE ANDRADAS LTDA;RUA CEL OLIVEIRA,786;;CENTRO;ANDRADAS;MG;Diesel S10;3,769;31/10/2018 15:54
02930356000150;AUTO POSTO TOCANTINS;AVENIDA BERNARDO SAYAO,3160;;CENTRO;GUARAI;TO;Gasolina C Comum;4,799;13/07/2018 12:02
02930356000150;AUTO POSTO TOCANTINS;AVENIDA BERNARDO SAYAO,3160;;CENTRO;GUARAI;TO;Diesel S500;3,449;13/07/2018 12:02
02930356000150;AUTO POSTO TOCANTINS;AVENIDA BERNARDO SAYAO,3160;;CENTRO;GUARAI;TO;Diesel S10;3,499;13/07/2018 12:02
03006726000120;POSTO PILOTO;AVENIDA AFONSO PENA,800;;AMAMBAI;CAMPO GRANDE;MS;Gasolina C Comum;4,097;29/06/2018 10:10
03006726000120;POSTO PILOTO;AVENIDA AFONSO PENA,800;;AMAMBAI;CAMPO GRANDE;MS;Etanol;3,297;29/06/2018 10:10
03006726000120;POSTO PILOTO;AVENIDA AFONSO PENA,800;;AMAMBAI;CAMPO GRANDE;MS;Diesel S10;3,587;29/06/2018 10:10
03096030000131;POSTO ALTO ALEGRE;AVENIDA TANCREDO NEVES,S/N;;CENTRO;ALTO ALEGRE DOS PARECIS;RO;Gasolina C Comum;4,85;11/07/2018 09:33
03096030000131;POSTO ALTO ALEGRE;AVENIDA TANCREDO NEVES,S/N;;CENTRO;ALTO ALEGRE DOS PARECIS;RO;Diesel S500;3,75;11/07/2018 09:33
03096030000131;POSTO ALTO ALEGRE;AVENIDA TANCREDO NEVES,S/N;;CENTRO;ALTO ALEGRE DOS PARECIS;RO;Diesel S10;3,8;11/07/2018 09:33
03121901000120;POSTO SAVANA;RODOVIA BR-163,17846;;CHACARA DAS MANSOES;CAMPO GRANDE;MS;Gasolina C Comum;4,199;05/07/2018 10:38
03121901000120;POSTO SAVANA;RODOVIA BR-163,17846;;CHACARA DAS MANSOES;CAMPO GRANDE;MS;Etanol;2,999;06/07/2018 08:42
03121901000120;POSTO SAVANA;RODOVIA BR-163,17846;;CHACARA DAS MANSOES;CAMPO GRANDE;MS;Diesel S500;3,39;05/07/2018 10:38
03121901000120;POSTO SAVANA;RODOVIA BR-163,17846;;CHACARA DAS MANSOES;CAMPO GRANDE;MS;Diesel S10;3,49;05/07/2018 10:38
03200588000115;POSTO SAFRA LTDA;RODOVIA SC-480, CHAPECO GOIO-EN,943;E, FRENTE;QUEDAS DO PALMITAL;CHAPECO;SC;Gasolina C Comum;4,449;25/09/2018 08:59
03200588000115;POSTO SAFRA LTDA;RODOVIA SC-480, CHAPECO GOIO-EN,943;E, FRENTE;QUEDAS DO PALMITAL;CHAPECO;SC;Diesel S500;3,399;25/09/2018 08:59
03200588000115;POSTO SAFRA LTDA;RODOVIA SC-480, CHAPECO GOIO-EN,943;E, FRENTE;QUEDAS DO PALMITAL;CHAPECO;SC;Diesel S10;3,469;25/09/2018 08:59
03572731000108;GLOBO COMBUSTIVEIS;RUA SENADOR SOUZA NAVES,720;;CENTRO;SERTANOPOLIS;PR;Gasolina C Comum;4,649;12/07/2018 09:21
03572731000108;GLOBO COMBUSTIVEIS;RUA SENADOR SOUZA NAVES,720;;CENTRO;SERTANOPOLIS;PR;Etanol;2,99;12/07/2018 09:21
03572731000108;GLOBO COMBUSTIVEIS;RUA SENADOR SOUZA NAVES,720;;CENTRO;SERTANOPOLIS;PR;Diesel S500;3,33;12/07/2018 09:21
03572731000108;GLOBO COMBUSTIVEIS;RUA SENADOR SOUZA NAVES,720;;CENTRO;SERTANOPOLIS;PR;Diesel S10;3,42;12/07/2018 09:21
03572866000165;AUTO POSTO POROROCA XV;AVENIDA BANDEIRANTES,2390;;VILA BANDEIRANTES;CAMPO GRANDE;MS;Gasolina C Comum;4,099;17/07/2018 14:29
03572866000165;AUTO POSTO POROROCA XV;AVENIDA BANDEIRANTES,2390;;VILA BANDEIRANTES;CAMPO GRANDE;MS;Etanol;2,999;17/07/2018 14:29
03572866000165;AUTO POSTO POROROCA XV;AVENIDA BANDEIRANTES,2390;;VILA BANDEIRANTES;CAMPO GRANDE;MS;Diesel S500;3,389;17/07/2018 14:29
03572866000165;AUTO POSTO POROROCA XV;AVENIDA BANDEIRANTES,2390;;VILA BANDEIRANTES;CAMPO GRANDE;MS;Diesel S10;3,459;17/07/2018 14:29
03734859000112;POSTO UNIAO;RUA JOSE DE ALENCAR LEITE,37;;CENTRO;SANTO ANTONIO DE PADUA;RJ;Gasolina C Comum;5,399;09/10/2018 11:25
03734859000112;POSTO UNIAO;RUA JOSE DE ALENCAR LEITE,37;;CENTRO;SANTO ANTONIO DE PADUA;RJ;Etanol;3,499;09/10/2018 11:25
03734859000112;POSTO UNIAO;RUA JOSE DE ALENCAR LEITE,37;;CENTRO;SANTO ANTONIO DE PADUA;RJ;Diesel S500;3,75;09/10/2018 11:25
03734859000112;POSTO UNIAO;RUA JOSE DE ALENCAR LEITE,37;;CENTRO;SANTO ANTONIO DE PADUA;RJ;Diesel S10;3,85;09/10/2018 11:25
03754107000113;AUTO POSTO IRMAOS LEITE;AVENIDA JK,3525;BR 364 KM 426;SETOR INDUSTRIAL;JARU;RO;Diesel S500;4,05;13/09/2018 19:32
03754107000113;AUTO POSTO IRMAOS LEITE;AVENIDA JK,3525;BR 364 KM 426;SETOR INDUSTRIAL;JARU;RO;Diesel S10;4,15;13/09/2018 19:32
03754107000113;AUTO POSTO IRMAOS LEITE;AVENIDA JK,3525;BR 364 KM 426;SETOR INDUSTRIAL;JARU;RO;Gasolina C Comum;4,88;13/09/2018 19:32
03754107000113;AUTO POSTO IRMAOS LEITE;AVENIDA JK,3525;BR 364 KM 426;SETOR INDUSTRIAL;JARU;RO;Etanol;4,04;13/09/2018 19:32
03763006000109;AUTO POSTO PUMA;AVENIDA JOAO BATISTA FIGUEIREDO,2636;;CENTRO;SAO MIGUEL DO GUAPORE;RO;Gasolina C Comum;4,85;29/06/2018 16:28
03763006000109;AUTO POSTO PUMA;AVENIDA JOAO BATISTA FIGUEIREDO,2636;;CENTRO;SAO MIGUEL DO GUAPORE;RO;Etanol;4,29;29/06/2018 16:28
03763006000109;AUTO POSTO PUMA;AVENIDA JOAO BATISTA FIGUEIREDO,2636;;CENTRO;SAO MIGUEL DO GUAPORE;RO;Diesel S500;3,79;29/06/2018 16:28
03763006000109;AUTO POSTO PUMA;AVENIDA JOAO BATISTA FIGUEIREDO,2636;;CENTRO;SAO MIGUEL DO GUAPORE;RO;Diesel S10;3,84;29/06/2018 16:28
03807435000130;AUTO POSTO PEROBINHA;AVENIDA ANTONIO JOAQUIM DE MOURA ANDRADE,1100;;CENTRO;NOVA ANDRADINA;MS;Gasolina C Comum;4,759;13/09/2018 08:50
03807435000130;AUTO POSTO PEROBINHA;AVENIDA ANTONIO JOAQUIM DE MOURA ANDRADE,1100;;CENTRO;NOVA ANDRADINA;MS;Etanol;3,519;16/10/2018 10:08
03807435000130;AUTO POSTO PEROBINHA;AVENIDA ANTONIO JOAQUIM DE MOURA ANDRADE,1100;;CENTRO;NOVA ANDRADINA;MS;Diesel S500;3,839;08/10/2018 16:53
03807435000130;AUTO POSTO PEROBINHA;AVENIDA ANTONIO JOAQUIM DE MOURA ANDRADE,1100;;CENTRO;NOVA ANDRADINA;MS;Diesel S10;3,929;08/10/2018 16:53
03822836000160;POSTO EUROGAZ;AVENIDA GOVERNADOR LEONEL DE MOURA BRIZOLA,933B;;CENTRO;DUQUE DE CAXIAS;RJ;Gasolina C Comum;4,99;12/07/2018 15:51
03822836000160;POSTO EUROGAZ;AVENIDA GOVERNADOR LEONEL DE MOURA BRIZOLA,933B;;CENTRO;DUQUE DE CAXIAS;RJ;Etanol;3,49;12/07/2018 15:51
03822836000160;POSTO EUROGAZ;AVENIDA GOVERNADOR LEONEL DE MOURA BRIZOLA,933B;;CENTRO;DUQUE DE CAXIAS;RJ;GNV;2,799;12/07/2018 15:51
03822836000160;POSTO EUROGAZ;AVENIDA GOVERNADOR LEONEL DE MOURA BRIZOLA,933B;;CENTRO;DUQUE DE CAXIAS;RJ;Diesel S10;3,53;12/07/2018 15:51
03922066000127;POSTO F1 RACING LTDA;AVENIDA 22 DE MAIO,2952;LOTE 05, QUADRA 05;LOTEAMENTO SANTO EXPEDITO / 1º DISTRITO;ITABORAI;RJ;Gasolina C Comum;5,199;17/09/2018 07:41
03922066000127;POSTO F1 RACING LTDA;AVENIDA 22 DE MAIO,2952;LOTE 05, QUADRA 05;LOTEAMENTO SANTO EXPEDITO / 1º DISTRITO;ITABORAI;RJ;Etanol;3,399;17/09/2018 07:41
03922066000127;POSTO F1 RACING LTDA;AVENIDA 22 DE MAIO,2952;LOTE 05, QUADRA 05;LOTEAMENTO SANTO EXPEDITO / 1º DISTRITO;ITABORAI;RJ;GNV;2,899;17/09/2018 07:41
03922066000127;POSTO F1 RACING LTDA;AVENIDA 22 DE MAIO,2952;LOTE 05, QUADRA 05;LOTEAMENTO SANTO EXPEDITO / 1º DISTRITO;ITABORAI;RJ;Diesel S500;3,759;17/09/2018 07:41
03922066000127;POSTO F1 RACING LTDA;AVENIDA 22 DE MAIO,2952;LOTE 05, QUADRA 05;LOTEAMENTO SANTO EXPEDITO / 1º DISTRITO;ITABORAI;RJ;Diesel S10;3,799;17/09/2018 07:41
03927792000132;POSTO CARRETAO;AVENIDA SAO LUIZ,100;;JD SAO LUIZ;CACERES;MT;Gasolina C Comum;4,73;19/09/2018 18:26
03927792000132;POSTO CARRETAO;AVENIDA SAO LUIZ,100;;JD SAO LUIZ;CACERES;MT;Etanol;2,95;19/09/2018 18:26
03927792000132;POSTO CARRETAO;AVENIDA SAO LUIZ,100;;JD SAO LUIZ;CACERES;MT;Diesel S500;3,92;19/09/2018 18:26
03927792000132;POSTO CARRETAO;AVENIDA SAO LUIZ,100;;JD SAO LUIZ;CACERES;MT;Diesel S10;3,99;19/09/2018 18:26
04253381000171;POSTO MAGUARI LTDA;RODOVIA AUGUSTO MONTENEGRO,SN;KM    09                  CONJ  MAGUARI;COQUEIRO;BELEM;PA;Gasolina C Comum;4,599;29/08/2018 12:12
04253381000171;POSTO MAGUARI LTDA;RODOVIA AUGUSTO MONTENEGRO,SN;KM    09                  CONJ  MAGUARI;COQUEIRO;BELEM;PA;Etanol;3,499;29/08/2018 12:12
04253381000171;POSTO MAGUARI LTDA;RODOVIA AUGUSTO MONTENEGRO,SN;KM    09                  CONJ  MAGUARI;COQUEIRO;BELEM;PA;Diesel S10;3,599;29/08/2018 12:12
04687124000148;AUTO POSTO BURITIS;AVENIDA AIRTON SENA,1284;;SETOR 02;BURITIS;RO;Gasolina C Comum;4,81;21/08/2018 12:39
04687124000148;AUTO POSTO BURITIS;AVENIDA AIRTON SENA,1284;;SETOR 02;BURITIS;RO;Etanol;4,51;21/08/2018 12:39
04687124000148;AUTO POSTO BURITIS;AVENIDA AIRTON SENA,1284;;SETOR 02;BURITIS;RO;Diesel S500;3,86;04/09/2018 11:47
04687124000148;AUTO POSTO BURITIS;AVENIDA AIRTON SENA,1284;;SETOR 02;BURITIS;RO;Diesel S10;3,96;04/09/2018 11:47
04687124000229;AUTO POSTO MODELO;AVENIDA PORTO VELHO,810;;SETOR 1;BURITIS;RO;Gasolina C Comum;4,95;04/09/2018 11:53
04687124000229;AUTO POSTO MODELO;AVENIDA PORTO VELHO,810;;SETOR 1;BURITIS;RO;Etanol;4,15;21/08/2018 16:44
04687124000229;AUTO POSTO MODELO;AVENIDA PORTO VELHO,810;;SETOR 1;BURITIS;RO;Diesel S500;3,86;04/09/2018 11:53
04687124000229;AUTO POSTO MODELO;AVENIDA PORTO VELHO,810;;SETOR 1;BURITIS;RO;Diesel S10;3,96;04/09/2018 11:53
